effective_date,province,metric_category,metric,vaccine_type,vet_channel,value,unit,source_file,source_org,submitted_date,ingested_date,version,superseded_by,notes
2026-04-24,NW,animals_vaccinated,animals_vaccinated,all,all,168748.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NW,historical,vaccinated_pre_2026,,,74767.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NW,herd,herd_cattle,,,1383919.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,disease,positive_cases,,,2.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,disease,suspected_cases,,,2.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,disease,negative_cases,,,0.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,disease,pending_cases,,,2.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,bioaftogen,state,18346.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,bioaftogen,total,50040.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,dolvet,total,35000.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,obp_arc,state,500.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,obp_arc,total,600.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,vaccine_receipt,doses_received,all,all,85640.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,animals_vaccinated,animals_vaccinated,all,all,28054.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,NC,herd,herd_cattle,,,443893.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,disease,positive_cases,,,13.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,disease,suspected_cases,,,17.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,disease,negative_cases,,,0.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,disease,pending_cases,,,0.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,vaccine_receipt,doses_received,bioaftogen,total,30000.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,vaccine_receipt,doses_received,dolvet,total,100000.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,vaccine_receipt,doses_received,all,all,230140.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,animals_vaccinated,animals_vaccinated,bioaftogen,state,144400.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,animals_vaccinated,animals_vaccinated,bioaftogen,total,144400.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,animals_vaccinated,animals_vaccinated,all,all,162115.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,WC,herd,herd_cattle,,,458457.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,disease,positive_cases,,,1474.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,disease,suspected_cases,,,868.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,disease,negative_cases,,,60.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,disease,pending_cases,,,191.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,bioaftogen,state,137960.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,bioaftogen,private,28204.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,bioaftogen,total,950100.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,dolvet,state,65654.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,dolvet,private,40857.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,dolvet,total,875000.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,obp_arc,state,500.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,obp_arc,total,12600.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,bvi,total,2600.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_receipt,doses_received,all,all,2828860.0,doses,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,bioaftogen,state,199617.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,bioaftogen,private,102000.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,bioaftogen,total,888987.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_spoilage,vaccines_spoiled,bioaftogen,,0.07114059243134653,percent,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,Reported as decimal — interpreted as % when <100
2026-04-24,national,animals_vaccinated,animals_vaccinated,dolvet,state,32298.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,dolvet,private,149400.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,dolvet,total,856944.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,vaccine_spoilage,vaccines_spoiled,dolvet,,3.1633397812005524,percent,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,Reported as decimal — interpreted as % when <100
2026-04-24,national,animals_vaccinated,animals_vaccinated,obp_arc,total,86162.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,bvi,state,450.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,bvi,total,21126.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,animals_vaccinated,animals_vaccinated,all,all,2119020.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,historical,vaccinated_pre_2026,,,569407.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,classification,commercial_vaccinated,,,166041.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,classification,communal_vaccinated,,,192200.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,herd,herd_cattle,,,12496199.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-24,national,herd,herd_pigs,,,13396.0,count,24 April 2026/AgriSA - FMD Vaccination Data - 24.04.26.xlsx,AgriSA-NAT,2026-04-24,2026-04-28,1,,
2026-04-28,EC,vaccine_receipt,doses_received,obp_arc,total,2600,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,vaccine_receipt,doses_received,bioaftogen,total,150000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,vaccine_receipt,doses_received,dolvet,total,152000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,vaccine_receipt,doses_received,all,all,304600,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,classification,dairy_vaccinated,,,67576,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,classification,commercial_beef_vaccinated,,,16640,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,classification,communal_vaccinated,,,84279,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,EC,animals_vaccinated,animals_vaccinated,all,all,168495,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal. | RPO total likely cattle-only; differs from AgriSA total which may include sheep/goats."
2026-04-28,WC,vaccine_receipt,doses_received,obp_arc,total,600,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,WC,vaccine_receipt,doses_received,bioaftogen,total,49749,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,WC,vaccine_receipt,doses_received,dolvet,total,100000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,WC,vaccine_receipt,doses_received,all,all,154349,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,WC,classification,dairy_vaccinated,,,121183,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,WC,animals_vaccinated,animals_vaccinated,all,all,121183,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal. | RPO total likely cattle-only; differs from AgriSA total which may include sheep/goats."
2026-04-28,NC,vaccine_receipt,doses_received,obp_arc,total,600,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,vaccine_receipt,doses_received,bioaftogen,total,50040,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,vaccine_receipt,doses_received,dolvet,total,35000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,vaccine_receipt,doses_received,all,all,85640,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,classification,dairy_vaccinated,,,99,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,classification,commercial_beef_vaccinated,,,10427,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,classification,communal_vaccinated,,,5553,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NC,animals_vaccinated,animals_vaccinated,all,all,16079,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal. | RPO total likely cattle-only; differs from AgriSA total which may include sheep/goats."
2026-04-28,NW,vaccine_receipt,doses_received,obp_arc,total,1400,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NW,vaccine_receipt,doses_received,bioaftogen,total,100020,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NW,vaccine_receipt,doses_received,dolvet,total,50000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NW,vaccine_receipt,doses_received,all,all,161420,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NW,classification,dairy_vaccinated,,,5662,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,NW,animals_vaccinated,animals_vaccinated,all,all,116000,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal. | RPO total likely cattle-only; differs from AgriSA total which may include sheep/goats."
2026-04-28,LP,vaccine_receipt,doses_received,obp_arc,total,1700,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,LP,vaccine_receipt,doses_received,bioaftogen,total,100020,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,LP,vaccine_receipt,doses_received,dolvet,total,25000,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,LP,vaccine_receipt,doses_received,all,all,136720,doses,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,LP,classification,dairy_vaccinated,,,5475,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
2026-04-28,LP,classification,commercial_beef_vaccinated,,,36022,count,RPO Info/Vaccine Rollout Stats.xlsx,RPO,2026-04-28,2026-04-28,1,,"RPO commodity submission. Different schema from AgriSA: ARC=OBP/ARC, Biogenesis=Bioaftogen, Emergency=emergency stock allocation. Animal classification splits into dairy/commercial beef/pigs/communal."
